,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),Unnamed: 19,genre,genre_id
166,"[""Destiny's Child""]",[210991],0.709,0.505,0.949,98.091,-6.71,0,6,0.37,4.33e-06,0.267,0.199,0,222627,22,1976,1976,"Independent Women, Pt. *",,R&B;,5.0
55478,['Lou Rawls'],[233228],0.388,0.648,0.622,148.738,-10.409,1,1,0.313,0.0,0.195,0.0863,0,221453,34,1976,1976,Pure Imagination,,R&B;,5.0
55481,['Lou Rawls'],[233228],0.637,0.783,0.78,135.302,-8.76,0,10,0.25,3.8e-06,0.568,0.0527,0,198267,29,1976,1976,Groovy People,,R&B;,5.0
55490,['Lou Rawls'],[233228],0.691,0.718,0.934,110.621,-8.457,1,2,0.148,4.71e-05,0.108,0.0317,0,266200,60,1976,1976,You'll Never Find Another Love Like Mine,,R&B;,5.0
96801,['Wild Cherry'],[256974],0.772,0.615,0.951,113.006,-12.399,1,9,0.0853,0.000268,0.345,0.0494,0,228000,33,1976,1976,I Feel Sanctified,,R&B;,5.0
96802,['Wild Cherry'],[256974],0.694,0.474,0.93,101.837,-14.698,1,2,0.0234,0.0199,0.0585,0.035,0,206000,29,1976,1976,What In The Funk Do You See,,R&B;,5.0
96803,['Wild Cherry'],[256974],0.515,0.646,0.908,176.906,-12.712,1,9,0.0922,1.72e-06,0.0888,0.109,0,251000,29,1976,1976,The Lady Wants Your Money,,R&B;,5.0
96804,['Wild Cherry'],[256974],0.814,0.672,0.933,109.394,-12.068,1,9,0.0435,0.0,0.061,0.0619,0,300000,68,1976,1976,Play That Funky Music,,R&B;,5.0
57592,['Marilyn McCoo'],[266503],0.475,0.556,0.917,200.033,-8.388,0,6,0.312,0.0,0.216,0.0321,0,279587,41,1976,1976,You Don't Have to Be a Star (To Be In My Show),,R&B;,5.0
40093,['Hot Chocolate'],[267814],0.749,0.779,0.844,109.429,-5.786,1,7,0.18,0.0993,0.0538,0.0845,0,228173,40,1976,1976,You Could've Been a Lady,,R&B;,5.0
49279,['KC & the Sunshine Band'],[299668],0.651,0.877,0.961,112.127,-11.471,1,10,0.0542,0.0302,0.137,0.032,0,186267,23,1976,1976,"(Shake, Shake, Shake) Shake Your ***** - 45 Version",,R&B;,5.0
49294,['KC & the Sunshine Band'],[299668],0.93,0.802,0.972,119.559,-10.5,1,4,0.502,0.182,0.0795,0.0545,0,130813,36,1976,1976,Boogie Shoes - 45 Version,,R&B;,5.0
58222,['Marvin Gaye'],[316834],0.379,0.646,0.539,146.525,-10.339,0,3,0.501,9.59e-05,0.541,0.045,0,202427,32,1976,3/16/1976,Feel All My Love Inside,,R&B;,5.0
58223,['Marvin Gaye'],[316834],0.586,0.718,0.904,134.501,-9.66,1,1,0.285,0.00311,0.107,0.0276,0,245347,31,1976,3/16/1976,Since I Had You,,R&B;,5.0
58237,['Marvin Gaye'],[316834],0.557,0.336,0.649,100.415,-12.128,1,1,0.92,6.78e-05,0.524,0.0443,0,304413,31,1976,3/16/1976,I Want You - A Cappella With **** And Congas,,R&B;,5.0
58238,['Marvin Gaye'],[316834],0.596,0.599,0.748,95.097,-11.378,0,1,0.739,2e-05,0.2,0.0564,0,194093,29,1976,3/16/1976,Soon I'll Be Loving You *****,,R&B;,5.0
58272,['Marvin Gaye'],[316834],0.518,0.757,0.765,100.606,-11.737,0,1,0.397,0.795,0.282,0.0413,0,277213,27,1976,3/16/1976,I Want You - ************,,R&B;,5.0
58273,['Marvin Gaye'],[316834],0.431,0.655,0.626,78.58,-8.57,0,4,0.225,0.000192,0.191,0.0526,0,455147,26,1976,3/16/1976,Come Live With Me Angel - Unedited Mix,,R&B;,5.0
58274,['Marvin Gaye'],[316834],0.494,0.528,0.841,99.836,-16.438,0,1,0.507,0.735,0.783,0.0362,0,100787,27,1976,3/16/1976,I Want You - Intro Jam *,,R&B;,5.0
58286,['Marvin Gaye'],[316834],0.559,0.684,0.84,79.627,-10.583,0,11,0.442,0.154,0.09,0.0398,0,390173,25,1976,3/16/1976,Come Live With Me Angel,,R&B;,5.0
58287,['Marvin Gaye'],[316834],0.499,0.732,0.874,176.498,-7.657,1,1,0.279,0.341,0.0968,0.0471,0,365587,26,1976,3/16/1976,I Wanna Be Where You Are - Unedited Mix,,R&B;,5.0
58298,['Marvin Gaye'],[316834],0.402,0.618,0.474,147.049,-11.064,0,3,0.42,0.352,0.275,0.0307,0,177707,25,1976,3/16/1976,Strange Love (Feel All My Love Inside) - ************,,R&B;,5.0
58315,['Marvin Gaye'],[316834],0.322,0.867,0.552,174.444,-8.453,0,1,0.368,0.576,0.404,0.0715,0,264600,24,1976,3/16/1976,You Are The Way You Are - ************,,R&B;,5.0
58325,['Marvin Gaye'],[316834],0.564,0.679,0.892,85.235,-8.678,1,7,0.443,0.00311,0.248,0.0338,0,230373,22,1976,3/16/1976,All The Way Around,,R&B;,5.0
58326,['Marvin Gaye'],[316834],0.557,0.828,0.644,95.465,-6.518,0,1,0.607,3.44e-05,0.509,0.0623,0,229213,24,1976,3/16/1976,Soon I'll Be Loving You ***** - Alternate Mix,,R&B;,5.0
58327,['Marvin Gaye'],[316834],0.748,0.637,0.806,112.74,-8.402,0,1,0.748,0.00951,0.156,0.0387,0,309987,23,1976,3/16/1976,After The Dance - Vocal - Extended Alternate Mix,,R&B;,5.0
58328,['Marvin Gaye'],[316834],0.485,0.879,0.686,101.26,-10.063,0,1,0.144,0.799,0.151,0.0477,0,292267,24,1976,3/16/1976,I Want You - Jam - Alternate Mix,,R&B;,5.0
58345,['Marvin Gaye'],[316834],0.676,0.691,0.756,109.913,-8.858,0,1,0.391,0.865,0.209,0.0358,0,332227,23,1976,3/16/1976,After The Dance - ************ - Alternate Version,,R&B;,5.0
58346,['Marvin Gaye'],[316834],0.551,0.741,0.835,135.168,-8.145,0,2,0.613,0.000324,0.112,0.0304,0,255560,22,1976,3/16/1976,Since I Had You - Alternate Mix,,R&B;,5.0
58347,['Marvin Gaye'],[316834],0.377,0.64,0.567,146.933,-9.931,0,3,0.726,3.58e-05,0.259,0.0467,0,232413,23,1976,3/16/1976,Feel All My Love Inside - Extended Alternate Mix,,R&B;,5.0
58369,['Marvin Gaye'],[316834],0.515,0.793,0.737,100.551,-9.557,0,1,0.849,0.317,0.236,0.034,0,274400,56,1976,3/16/1976,I Want You,,R&B;,5.0
58380,['Marvin Gaye'],[316834],0.577,0.679,0.822,80.151,-9.981,0,11,0.494,0.0811,0.124,0.038,0,388547,50,1976,3/16/1976,Come Live With Me Angel,,R&B;,5.0
58381,['Marvin Gaye'],[316834],0.527,0.807,0.767,100.491,-11.304,0,6,0.527,5.44e-06,0.115,0.0703,0,216520,50,1976,3/16/1976,I Want You - Single Version,,R&B;,5.0
58389,['Marvin Gaye'],[316834],0.734,0.489,0.847,109.735,-13.216,0,1,0.703,0.00268,0.282,0.0332,0,279760,41,1976,3/16/1976,After The Dance,,R&B;,5.0
58426,['Marvin Gaye'],[316834],0.596,0.613,0.736,95.039,-10.885,0,1,0.674,5.09e-06,0.196,0.05,0,192773,35,1976,3/16/1976,Soon I'll Be Loving You *****,,R&B;,5.0
58436,['Marvin Gaye'],[316834],0.519,0.716,0.795,100.595,-11.702,0,1,0.926,0.693,0.159,0.0338,0,274693,32,1976,3/16/1976,I Want You,,R&B;,5.0
58437,['Marvin Gaye'],[316834],0.547,0.711,0.865,85.057,-8.182,1,7,0.457,0.000736,0.221,0.0361,0,229827,34,1976,3/16/1976,All The Way Around,,R&B;,5.0
58438,['Marvin Gaye'],[316834],0.741,0.557,0.843,109.689,-11.159,0,1,0.62,0.000745,0.192,0.0323,0,278267,32,1976,3/16/1976,After The Dance,,R&B;,5.0
58439,['Marvin Gaye'],[316834],0.683,0.674,0.838,108.867,-7.889,1,4,0.861,0.853,0.632,0.035,0,263987,34,1976,3/16/1976,After The Dance - ************,,R&B;,5.0
58454,['Marvin Gaye'],[316834],0.489,0.589,0.893,177.578,-13.904,1,1,0.112,0.0088,0.0481,0.0429,0,76280,33,1976,3/16/1976,I Wanna Be Where You Are,,R&B;,5.0
76745,['Sly & the Family Stone'],[33161],0.686,0.822,0.84,91.988,-10.511,0,6,0.502,0.0183,0.0916,0.0691,0,239747,25,1976,4/1/1976,"Heard Ya Missed Me, Well I'm Back",,R&B;,5.0
68535,['Phyllis Hyman'],[333447],0.694,0.57,0.539,127.947,-8.55,0,0,0.355,0.0,0.367,0.0327,0,424000,28,1976,1976,Living in Confusion - Remastered,,R&B;,5.0
68536,['Phyllis Hyman'],[333447],0.489,0.459,0.424,143.92,-10.094,0,6,0.634,0.0,0.234,0.0379,0,420867,25,1976,1976,When I Give My Love (This Time) - Remastered,,R&B;,5.0
68542,['Phyllis Hyman'],[333447],0.846,0.735,0.972,116.404,-8.391,1,10,0.317,0.0153,0.0484,0.0316,0,452467,45,1976,1976,You Know How to Love Me - Remastered,,R&B;,5.0
68543,['Phyllis Hyman'],[333447],0.712,0.482,0.807,127.713,-11.947,0,4,0.315,0.000275,0.0887,0.033,0,309400,37,1976,1976,Living All Alone - Remastered,,R&B;,5.0
68544,['Phyllis Hyman'],[333447],0.495,0.269,0.232,77.685,-14.086,1,9,0.792,3.91e-06,0.307,0.028,0,291560,40,1976,1976,Old Friend - Remastered,,R&B;,5.0
68545,['Phyllis Hyman'],[333447],0.417,0.448,0.306,140.554,-9.5,1,0,0.747,4.08e-06,0.0471,0.0395,0,306867,31,1976,1976,The Answer Is You - Remastered,,R&B;,5.0
68546,['Phyllis Hyman'],[333447],0.39,0.617,0.304,143.889,-8.439,0,0,0.511,1.88e-06,0.123,0.0648,0,261200,29,1976,1976,No One Can Love You More - Remastered,,R&B;,5.0
73242,"['Rose Royce', 'The Pointer Sisters']","[343215, 894847]",0.729,0.738,0.944,171.036,-11.047,1,1,0.234,4.62e-06,0.0512,0.0755,0,171333,25,1976,1/1/1976,You Gotta Believe,,R&B;,5.0
73244,['Rose Royce'],[343215],0.857,0.565,0.887,111.646,-13.799,0,11,0.216,0.00729,0.0893,0.0585,0,205160,29,1976,1/1/1976,Put Your Money Where Your Mouth Is,,R&B;,5.0
73247,['Rose Royce'],[343215],0.325,0.402,0.662,141.349,-11.498,0,11,0.445,1.56e-05,0.242,0.0288,0,207160,22,1976,1/1/1976,You're On My Mind,,R&B;,5.0
73248,['Rose Royce'],[343215],0.731,0.234,0.335,156.882,-15.889,0,11,0.104,0.734,0.101,0.0763,0,69867,22,1976,1/1/1976,6 O'Clock DJ (Let's Rock),,R&B;,5.0
73249,['Rose Royce'],[343215],0.667,0.521,0.856,117.917,-13.212,0,9,0.202,6.55e-05,0.0723,0.115,0,307573,55,1976,1/1/1976,Car Wash,,R&B;,5.0
73250,['Rose Royce'],[343215],0.62,0.179,0.675,130.864,-19.981,1,0,0.835,0.03,0.0928,0.0314,0,238200,52,1976,1/1/1976,I Wanna Get Next To You,,R&B;,5.0
73252,['Rose Royce'],[343215],0.623,0.103,0.319,92.257,-15.008,1,0,0.712,0.000177,0.109,0.0393,0,216773,44,1976,1/1/1976,I'm Going Down,,R&B;,5.0
65001,['Ohio Players'],[390390],0.623,0.681,0.843,107.319,-15.733,1,5,0.101,0.0158,0.269,0.0604,0,264360,54,1976,10/13/1976,Fire,,R&B;,5.0
65006,['Ohio Players'],[390390],0.495,0.436,0.684,142.388,-14.556,1,5,0.136,4.92e-06,0.125,0.1,0,409400,42,1976,10/13/1976,I Want To Be Free,,R&B;,5.0
87339,['The Meters'],[402872],0.619,0.444,0.816,80.313,-11.72,1,4,0.346,5.81e-06,0.065,0.13,0,252240,47,1976,1976,Find Yourself,,R&B;,5.0
8614,['Archie Bell & the Drells'],[502398],0.592,0.75,0.96,94.878,-8.312,0,5,0.156,0.0,0.136,0.037,0,259653,36,1976,10/29/1976,Don't Let Love Get You Down,,R&B;,5.0
91350,['Thelma Houston'],[515600],0.743,0.428,0.789,125.117,-14.668,1,0,0.256,0.0,0.103,0.107,0,164027,30,1976,1976,I've Got The Music in Me,,R&B;,5.0
91352,['Thelma Houston'],[515600],0.559,0.818,0.765,121.523,-6.899,0,0,0.285,0.00144,0.0735,0.0514,0,342360,39,1976,1/1/1976,Don't Leave Me This Way,,R&B;,5.0
87150,['The Manhattans'],[51736],0.432,0.431,0.426,136.046,-8.874,0,7,0.619,8.41e-05,0.329,0.0359,0,197000,25,1976,1976,Take It or Leave It,,R&B;,5.0
87155,['The Manhattans'],[51736],0.645,0.42,0.583,129.084,-10.09,1,10,0.555,0.0,0.125,0.0624,0,266733,58,1976,1976,Kiss and Say Goodbye,,R&B;,5.0
87164,['The Manhattans'],[51736],0.561,0.56,0.591,137.02,-9.337,1,3,0.612,0.000193,0.288,0.0558,0,181307,41,1976,1976,Hurt,,R&B;,5.0
18289,['Candi Staton'],[542976],0.653,0.652,0.846,115.388,-9.304,0,7,0.13,1.58e-05,0.202,0.0427,0,248360,65,1976,1976,Young Hearts Run Free,,R&B;,5.0
90100,['The Sylvers'],[565521],0.845,0.911,0.965,132.827,-8.656,1,2,0.31,0.0,0.0825,0.0528,0,181573,29,1976,11/9/1976,Hot Line - Single Version,,R&B;,5.0
89950,['The Stylistics'],[567624],0.454,0.534,0.249,135.356,-8.404,0,9,0.733,0.000205,0.0818,0.0314,0,222280,28,1976,1/1/1976,"Because I Love You, ****",,R&B;,5.0
89953,['The Stylistics'],[567624],0.492,0.245,0.337,149.041,-13.136,1,11,0.759,0.0,0.0882,0.0271,0,264360,22,1976,1/1/1976,The Miracle,,R&B;,5.0
89966,['The Stylistics'],[567624],0.407,0.539,0.627,157.066,-8.924,1,7,0.383,0.000376,0.155,0.0275,0,208980,26,1976,1/1/1976,Only You (And You Alone),,R&B;,5.0
89967,['The Stylistics'],[567624],0.541,0.511,0.783,115.116,-11.8,0,3,0.569,0.0,0.394,0.0326,0,185013,21,1976,5/11/1976,Love Is The Answer,,R&B;,5.0
79481,['Stuff'],[567959],0.637,0.627,0.778,103.673,-13.506,1,2,0.161,0.572,0.0703,0.0418,0,242027,32,1976,1976,*****,,R&B;,5.0
91208,['The Wild Tchoupitoulas'],[574483],0.823,0.677,0.934,93.922,-12.887,1,6,0.168,3.32e-05,0.173,0.0797,0,239360,27,1976,1/1/1976,Hey Pocky A-Way (A Way),,R&B;,5.0
91209,['The Wild Tchoupitoulas'],[574483],0.722,0.499,0.965,157.725,-15.201,0,11,0.17,1.68e-05,0.0918,0.6,0,215493,20,1976,1/1/1976,Brother John,,R&B;,5.0
91210,['The Wild Tchoupitoulas'],[574483],0.787,0.35,0.957,147.464,-13.127,1,1,0.559,0.0001,0.0765,0.172,0,204867,37,1976,1/1/1976,Meet De Boys On The Battlefront,,R&B;,5.0
89722,['The Spinners'],[578141],0.424,0.308,0.807,183.247,-15.955,1,8,0.842,0.00818,0.0651,0.0346,0,215840,27,1976,1976,Now That We're Together,,R&B;,5.0
89735,['The Spinners'],[578141],0.801,0.446,0.925,97.898,-14.605,1,10,0.74,0.038,0.0832,0.0735,0,213000,66,1976,1976,The Rubberband Man,,R&B;,5.0
89743,['The Spinners'],[578141],0.821,0.611,0.96,97.264,-9.795,1,10,0.414,0.000152,0.0943,0.0555,0,444133,48,1976,6/1/1976,The Rubberband Man,,R&B;,5.0
25838,['Diana Ross'],[594665],0.323,0.42,0.286,139.842,-10.658,0,0,0.553,0.002,0.096,0.0291,0,204493,47,1976,2/10/1976,Theme From Mahogany (Do You Know Where You're Going To) - Single Version,,R&B;,5.0
25839,['Diana Ross'],[594665],0.508,0.669,0.878,112.436,-10.34,1,1,0.24,0.0154,0.0523,0.0377,0,468640,52,1976,2/10/1976,Love Hangover,,R&B;,5.0
25842,['Diana Ross'],[594665],0.5,0.761,0.864,111.539,-9.5,1,1,0.306,0.00593,0.0431,0.0415,0,229373,45,1976,2/10/1976,Love Hangover - Single Version,,R&B;,5.0
6271,['Al Green'],[607448],0.451,0.27,0.24,144.765,-15.581,0,5,0.105,0.139,0.113,0.0405,0,266440,32,1976,1976,*********,,R&B;,5.0
6320,['Al Green'],[607448],0.771,0.563,0.884,113.915,-10.722,0,2,0.252,0.00323,0.133,0.0284,0,315000,36,1976,1976,Full of Fire,,R&B;,5.0
16752,['Brick'],[622604],0.803,0.911,0.951,110.406,-6.045,1,2,0.0512,0.736,0.0862,0.036,0,341400,29,1976,1976,Dusic,,R&B;,5.0
16753,['Brick'],[622604],0.58,0.739,0.849,113.234,-5.313,0,10,0.0358,0.168,0.0908,0.0296,0,244240,30,1976,1976,Southern Sunset,,R&B;,5.0
16754,['Brick'],[622604],0.416,0.88,0.597,103.158,-7.923,0,11,0.106,0.417,0.303,0.0604,0,380600,29,1976,1976,Brick City,,R&B;,5.0
16755,['Brick'],[622604],0.729,0.674,0.851,109.029,-11.423,1,4,0.063,5.19e-05,0.0191,0.0505,0,204243,22,1976,1976,Dazz - Single Version,,R&B;,5.0
16756,['Brick'],[622604],0.857,0.789,0.797,120.653,-11.833,1,0,0.0714,5.67e-05,0.0442,0.0719,0,337618,20,1976,1976,"We Don't Wanna Sit Down, We Wanna Get Down",,R&B;,5.0
16757,['Brick'],[622604],0.722,0.778,0.839,109.076,-7.931,1,4,0.0697,7.46e-06,0.0414,0.0611,0,202000,52,1976,1976,Dazz - Single Version,,R&B;,5.0
16758,['Brick'],[622604],0.763,0.898,0.928,109.004,-6.26,1,2,0.113,0.00417,0.0212,0.0468,0,336507,41,1976,1976,Dazz - Dazz Disco Mix,,R&B;,5.0
16759,['Brick'],[622604],0.798,0.622,0.97,114.455,-11.282,0,11,0.0429,0.0136,0.15,0.0341,0,235311,40,1976,1976,Ain't Gonna Hurt ******,,R&B;,5.0
79137,['Stevie Wonder'],[622805],0.588,0.568,0.952,106.938,-9.766,1,6,0.16,0.0,0.0792,0.0672,0,232760,71,1976,9/28/1976,Sir Duke,,R&B;,5.0
79138,['Stevie Wonder'],[622805],0.481,0.826,0.819,118.679,-6.974,0,1,0.182,0.00352,0.324,0.0851,0,394267,69,1976,9/28/1976,Isn't *** Lovely,,R&B;,5.0
79139,['Stevie Wonder'],[622805],0.638,0.353,0.428,98.697,-14.28,0,5,0.694,1.5e-06,0.138,0.0285,0,425827,64,1976,9/28/1976,Love's In Need Of Love Today,,R&B;,5.0
79140,['Stevie Wonder'],[622805],0.821,0.721,0.885,105.866,-10.401,0,10,0.0816,7.37e-06,0.0664,0.0515,0,252373,65,1976,9/28/1976,I Wish,,R&B;,5.0
79141,['Stevie Wonder'],[622805],0.467,0.869,0.684,102.376,-10.342,0,8,0.0589,0.0,0.244,0.0559,0,428222,61,1976,9/28/1976,As,,R&B;,5.0
79154,['Stevie Wonder'],[622805],0.496,0.488,0.396,181.042,-14.195,1,5,0.295,6.85e-06,0.132,0.0305,0,216427,56,1976,9/28/1976,Knocks Me *** My Feet,,R&B;,5.0
79166,['Stevie Wonder'],[622805],0.514,0.487,0.306,78.535,-11.657,0,0,0.154,0.0,0.112,0.102,0,207693,53,1976,9/28/1976,Pastime Paradise,,R&B;,5.0
79167,['Stevie Wonder'],[622805],0.548,0.615,0.218,104.884,-12.019,0,8,0.374,0.000209,0.09,0.0493,0,254107,47,1976,9/28/1976,Summer Soft,,R&B;,5.0
79168,['Stevie Wonder'],[622805],0.57,0.844,0.767,121.975,-9.684,0,6,0.102,0.000176,0.0914,0.0492,0,508227,49,1976,9/28/1976,Another Star,,R&B;,5.0
79178,['Stevie Wonder'],[622805],0.634,0.612,0.691,78.817,-12.881,1,1,0.479,0.0,0.159,0.263,0,162400,46,1976,9/28/1976,Have A Talk With ****,,R&B;,5.0
79179,['Stevie Wonder'],[622805],0.241,0.0557,0.402,84.82,-15.846,1,1,0.778,0.0,0.217,0.0338,0,205067,46,1976,9/28/1976,Village Ghetto Land,,R&B;,5.0
79180,['Stevie Wonder'],[622805],0.776,0.921,0.518,109.502,-9.791,0,10,0.121,0.000145,0.0766,0.063,0,509507,46,1976,9/28/1976,Black Man,,R&B;,5.0
79181,['Stevie Wonder'],[622805],0.648,0.614,0.53,97.778,-10.45,0,10,0.0748,0.00504,0.0852,0.0473,0,383160,46,1976,9/28/1976,Ordinary Pain,,R&B;,5.0
79182,['Stevie Wonder'],[622805],0.469,0.478,0.295,101.592,-12.372,0,1,0.429,0.00157,0.127,0.0291,0,389560,45,1976,9/28/1976,Joy Inside My Tears,,R&B;,5.0
79183,['Stevie Wonder'],[622805],0.441,0.839,0.841,129.378,-10.913,1,9,0.00886,0.00852,0.363,0.0403,0,225933,44,1976,9/28/1976,Contusion,,R&B;,5.0
79184,['Stevie Wonder'],[622805],0.682,0.518,0.763,101.166,-11.317,1,2,0.14,1.18e-05,0.0878,0.038,0,228533,45,1976,9/28/1976,Ngiculela-Es Una Historia-I Am Singing,,R&B;,5.0
79185,['Stevie Wonder'],[622805],0.359,0.127,0.198,94.058,-18.438,1,11,0.936,0.0,0.261,0.0462,0,192133,44,1976,9/28/1976,If It's Magic,,R&B;,5.0
79194,['Stevie Wonder'],[622805],0.577,0.61,0.932,207.143,-10.559,1,10,0.0791,0.0,0.377,0.0424,0,248933,42,1976,9/28/1976,Ebony Eyes,,R&B;,5.0
79195,['Stevie Wonder'],[622805],0.54,0.485,0.21,87.58,-13.164,1,0,0.354,0.0,0.634,0.0372,0,293773,41,1976,9/28/1976,Saturn,,R&B;,5.0
79207,['Stevie Wonder'],[622805],0.685,0.604,0.854,105.879,-9.285,1,1,0.0733,2.89e-06,0.0809,0.0299,0,305693,40,1976,9/28/1976,All Day ******,,R&B;,5.0
79221,['Stevie Wonder'],[622805],0.477,0.174,0.271,119.41,-14.088,1,8,0.266,0.345,0.125,0.0321,0,236933,39,1976,9/28/1976,Easy Goin' Evening (My Mama's *****,,R&B;,5.0
83873,['The Brothers Johnson'],[624215],0.592,0.234,0.345,80.05,-17.343,1,5,0.783,0.0288,0.0972,0.0543,0,181200,30,1976,1/1/1976,Tomorrow,,R&B;,5.0
83877,['The Brothers Johnson'],[624215],0.754,0.812,0.902,105.736,-12.262,0,11,0.363,0.644,0.0504,0.0438,0,291133,26,1976,1/1/1976,Thunder Thumbs And Lightnin' Licks,,R&B;,5.0
83881,['The Brothers Johnson'],[624215],0.699,0.322,0.409,104.218,-16.448,0,11,0.674,0.181,0.115,0.228,0,271400,23,1976,1/1/1976,Land Of Ladies,,R&B;,5.0
83886,['The Brothers Johnson'],[624215],0.756,0.661,0.93,98.266,-11.874,0,11,0.417,0.000929,0.0605,0.0371,0,288093,47,1976,1/1/1976,I'll Be Good To You,,R&B;,5.0
83887,['The Brothers Johnson'],[624215],0.88,0.57,0.791,106.034,-13.145,1,2,0.292,0.0388,0.0674,0.0821,0,147000,48,1976,1/1/1976,Get The Funk Out Ma Face,,R&B;,5.0
83888,['The Brothers Johnson'],[624215],0.651,0.523,0.723,175.507,-14.692,1,11,0.075,0.0124,0.0435,0.0717,0,254800,45,1976,1/1/1976,Come Together,,R&B;,5.0
15712,['Bobby Womack'],[64509],0.78,0.809,0.965,127.342,-7.623,1,2,0.186,0.502,0.327,0.027,0,200467,29,1976,7/1/1976,Home Is Where the Heart Is,,R&B;,5.0
15713,['Bobby Womack'],[64509],0.771,0.757,0.961,120.367,-7.018,1,1,0.212,1.2e-05,0.285,0.033,0,250067,28,1976,1976,It's Party Time,,R&B;,5.0
27218,['Donna Summer'],[661524],0.775,0.564,0.939,121.147,-13.603,0,5,0.00246,0.183,0.182,0.0518,0,484533,30,1976,10/15/1976,Summer Fever,,R&B;,5.0
27221,['Donna Summer'],[661524],0.869,0.556,0.969,123.039,-15.008,0,0,0.0335,0.0905,0.0568,0.0368,0,1077133,31,1976,3/5/1976,"Try Me, I Know We Can Make It",,R&B;,5.0
27225,['Donna Summer'],[661524],0.689,0.669,0.964,123.886,-15.889,0,9,0.00275,0.0162,0.0884,0.0417,0,309800,29,1976,3/5/1976,Wasted,,R&B;,5.0
27230,['Donna Summer'],[661524],0.759,0.455,0.971,131.263,-14.732,0,11,0.0346,0.00611,0.102,0.0419,0,262400,30,1976,3/5/1976,Come With Me,,R&B;,5.0
27231,['Donna Summer'],[661524],0.645,0.119,0.423,126.421,-22.221,1,1,0.169,0.68,0.0978,0.0356,0,66773,30,1976,3/5/1976,Prelude To Love,,R&B;,5.0
27256,['Donna Summer'],[661524],0.726,0.566,0.73,120.966,-13.101,0,11,0.011,0.00015,0.547,0.044,0,510667,42,1976,10/15/1976,Spring Affair,,R&B;,5.0
27257,['Donna Summer'],[661524],0.611,0.5,0.512,126.308,-12.312,0,5,0.0845,0.00259,0.0956,0.0278,0,315493,48,1976,3/5/1976,Could It Be Magic,,R&B;,5.0
22832,['D.J. Rogers'],[663424],0.507,0.852,0.439,115.43,-9.557,0,4,0.00597,0.00711,0.306,0.146,0,144787,22,1976,1976,"Say You Love Me, One More Time",,R&B;,5.0
39404,['Heatwave'],[667622],0.684,0.516,0.766,111.71,-15.246,0,5,0.0168,0.828,0.0529,0.0298,0,245467,33,1976,1976,The Big Guns,,R&B;,5.0
39406,['Heatwave'],[667622],0.627,0.303,0.519,128.496,-16.953,1,0,0.852,0.0,0.112,0.0382,0,250067,27,1976,1976,All You Do Is Dial,,R&B;,5.0
39407,['Heatwave'],[667622],0.736,0.641,0.733,120.209,-12.147,1,2,0.0199,0.304,0.39,0.0418,0,254400,33,1976,1976,The Groove Line,,R&B;,5.0
39408,['Heatwave'],[667622],0.634,0.568,0.963,113.149,-13.524,0,5,0.225,3.74e-05,0.399,0.0446,0,223360,27,1976,1976,Too Hot to ******,,R&B;,5.0
39412,['Heatwave'],[667622],0.702,0.538,0.962,97.208,-12.676,0,2,0.143,0.0,0.085,0.0695,0,236560,24,1976,1976,Super Soul Sister,,R&B;,5.0
39413,['Heatwave'],[667622],0.637,0.364,0.747,96.761,-15.044,0,10,0.144,0.0,0.193,0.0322,0,195627,23,1976,1976,Lay It on Me,,R&B;,5.0
39416,['Heatwave'],[667622],0.701,0.361,0.695,92.81,-15.142,1,0,0.507,0.0,0.127,0.0585,0,255227,28,1976,1976,Mind ******* Decisions,,R&B;,5.0
39418,['Heatwave'],[667622],0.338,0.175,0.201,152.604,-17.104,1,2,0.125,8.8e-05,0.108,0.0319,0,287267,54,1976,1976,Always and Forever - Edit,,R&B;,5.0
39419,['Heatwave'],[667622],0.62,0.54,0.759,118.823,-14.636,0,4,0.349,2.53e-05,0.187,0.0422,0,303533,57,1976,1976,Boogie ******,,R&B;,5.0
39420,['Heatwave'],[667622],0.378,0.169,0.23,151.542,-18.575,1,2,0.271,0.0,0.137,0.0315,0,374827,50,1976,1976,Always and Forever,,R&B;,5.0
39424,['Heatwave'],[667622],0.672,0.615,0.698,119.287,-12.303,0,11,0.212,0.00173,0.103,0.05,0,217067,42,1976,1976,Boogie ******,,R&B;,5.0
39426,['Heatwave'],[667622],0.703,0.494,0.676,96.946,-14.789,1,2,0.117,0.0,0.557,0.0535,0,309440,35,1976,1976,Ain't No Half Steppin',,R&B;,5.0
39427,['Heatwave'],[667622],0.433,0.209,0.323,82.93,-17.863,0,2,0.794,0.0,0.0774,0.0268,0,243733,29,1976,1976,Sho'Nuff Must Be Luv,,R&B;,5.0
63031,['Natalie Cole'],[74195],0.469,0.788,0.447,111.222,-10.263,1,7,0.297,0.00661,0.473,0.208,0,186733,29,1976,1/1/1976,Mr. Melody,,R&B;,5.0
21832,['Commodores'],[766094],0.54,0.817,0.785,96.807,-11.767,1,2,0.362,6.21e-06,0.276,0.111,0,272600,28,1976,1/1/1976,***** I Think The World About You,,R&B;,5.0
21854,['Commodores'],[766094],0.46,0.315,0.327,99.402,-13.23,1,0,0.466,0.0,0.0533,0.0503,0,381360,43,1976,1/1/1976,Just To Be Close To You,,R&B;,5.0
